date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:10	619942/619942	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2013:37:51%20GMT	https://seantheme.com/color-admin/frontend/assets/img/bg/bg-action.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/bg/bg-action.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:14	444153/444153	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2004:10:24%20GMT	https://seantheme.com/color-admin/frontend/assets/img/work/work-img-3.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/work/work-img-3.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:14	519367/519367	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2004:17:36%20GMT	https://seantheme.com/color-admin/frontend/assets/img/work/work-img-2.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/work/work-img-2.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:16	485964/485964	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2004:13:04%20GMT	https://seantheme.com/color-admin/frontend/assets/img/work/work-img-4.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/work/work-img-4.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:21	518372/518372	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2004:16:51%20GMT	https://seantheme.com/color-admin/frontend/assets/img/work/work-img-5.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/work/work-img-5.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:21	582866/582866	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2004:16:07%20GMT	https://seantheme.com/color-admin/frontend/assets/img/work/work-img-6.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/work/work-img-6.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:24	535701/535701	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2004:41:02%20GMT	https://seantheme.com/color-admin/frontend/assets/img/work/work-img-8.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/work/work-img-8.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:25	523209/523209	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2004:41:38%20GMT	https://seantheme.com/color-admin/frontend/assets/img/work/work-img-7.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/work/work-img-7.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:34	997088/997088	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Nov%202017%2013:37:39%20GMT	https://seantheme.com/color-admin/frontend/assets/img/bg/bg-client.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/bg/bg-client.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:38	1089010/1089010	---M--	200	added ('OK')	application/javascript	date:Tue,%2023%20Jul%202019%2009:36:27%20GMT	https://seantheme.com/color-admin/frontend/assets/js/one-page-parallax/app.min.js	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/js/one-page-parallax/app.min.js	(from https://seantheme.com/color-admin/frontend/one-page-parallax/index.html)
15:44:48	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.eot	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.eot	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:50	75936/75936	---M--	200	added ('OK')	font/woff2	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.woff2	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.woff2	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:51	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.eot?	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400d41d.eot	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:51	89100/89100	---M--	200	added ('OK')	font/woff	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.woff	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.woff	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:52	131624/131624	---M--	200	added ('OK')	font/ttf	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.ttf	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-brands-400.ttf	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:52	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.eot?	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400d41d.eot	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:52	13576/13576	---M--	200	added ('OK')	font/woff2	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.woff2	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.woff2	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:53	16800/16800	---M--	200	added ('OK')	font/woff	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.woff	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.woff	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:54	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.eot	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.eot	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:54	34092/34092	---M--	200	added ('OK')	font/ttf	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.ttf	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-regular-400.ttf	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:57	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.eot	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.eot	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:58	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.eot?	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900d41d.eot	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:58	76084/76084	---M--	200	added ('OK')	font/woff2	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.woff2	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.woff2	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:58	98996/98996	---M--	200	added ('OK')	font/woff	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.woff	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.woff	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:44:59	957/957	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Oct%202014%2003:23:07%20GMT	https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/images/bg-content-cover.png	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/one-page-parallax/images/bg-content-cover.png	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:45:00	38464/38464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Oct%202014%2014:35:43%20GMT	https://seantheme.com/color-admin/frontend/assets/img/carousel/carousel-1.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/carousel/carousel-1.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/extra_element.html)
15:45:01	193780/193780	---M--	200	added ('OK')	font/ttf	date:Sat,%2026%20Oct%201985%2008:15:00%20GMT	https://seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.ttf	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/css/webfonts/fa-solid-900.ttf	(from https://seantheme.com/color-admin/frontend/assets/css/one-page-parallax/app.min.css)
15:45:05	24777/24777	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Oct%202014%2014:36:35%20GMT	https://seantheme.com/color-admin/frontend/assets/img/carousel/carousel-3.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/carousel/carousel-3.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/extra_element.html)
15:45:06	74353/74353	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Oct%202014%2014:36:06%20GMT	https://seantheme.com/color-admin/frontend/assets/img/carousel/carousel-2.jpg	C:/Mes%20Sites%20Web/colora-frontend/seantheme.com/color-admin/frontend/assets/img/carousel/carousel-2.jpg	(from https://seantheme.com/color-admin/frontend/one-page-parallax/extra_element.html)
